0:41,AUD/USD,0.74876,8993
0:41,USD/CAD,1.30216,5868
0:46,EUR/USD,1.10632,8940
0:46,USD/JPY,111.96513,5918
0:46,GBP/USD,1.27287,3013
0:46,USD/CHF,0.94588,6868
0:46,AUD/USD,0.70531,9488
0:46,USD/CAD,1.31917,2261
0:51,EUR/USD,1.14175,6311
0:51,USD/JPY,111.34121,7613
0:51,GBP/USD,1.29668,6726
0:51,USD/CHF,0.90133,1450
0:51,AUD/USD,0.7269,3305
0:51,USD/CAD,1.33124,1856
0:56,EUR/USD,1.10062,9968
0:56,USD/JPY,114.75133,5012
0:56,GBP/USD,1.26272,9387
0:56,USD/CHF,0.94691,4360
0:56,AUD/USD,0.73827,5069
0:56,USD/CAD,1.32141,1702
1:01,EUR/USD,1.11894,8309
1:01,USD/JPY,114.99095,1003
1:01,GBP/USD,1.29017,5887
1:01,USD/CHF,0.91083,1018
1:01,AUD/USD,0.70972,8943
1:01,USD/CAD,1.30223,3091
1:06,EUR/USD,1.13991,4747
1:06,USD/JPY,111.29594,5562
1:06,GBP/USD,1.27513,1888
1:06,USD/CHF,0.90755,6273
1:06,AUD/USD,0.73459,2971
1:06,USD/CAD,1.32694,2422
1:11,EUR/USD,1.12049,1747
1:11,USD/JPY,114.91904,3543
1:11,GBP/USD,1.29446,2510
1:11,USD/CHF,0.93123,5820
1:11,AUD/USD,0.73482,4271
1:11,USD/CAD,1.33326,8586
1:16,EUR/USD,1.1333,5386
1:16,USD/JPY,114.21825,3678
1:16,GBP/USD,1.25803,2573
1:16,USD/CHF,0.92193,4322
1:16,AUD/USD,0.71522,3011
1:16,USD/CAD,1.32205,4721
1:21,EUR/USD,1.14663,6205
1:21,USD/JPY,112.21208,9679
1:21,GBP/USD,1.2985,6029
1:21,USD/CHF,0.90985,5038
1:21,AUD/USD,0.74837,5566
1:21,USD/CAD,1.33951,3526
1:21,AUD/USD,0.74837,5566
1:16,USD/CAD,1.32205,4721
1:21,USD/CAD,1.33951,3526
1:16,USD/CAD,1.32205,4721
1:21,USD/CAD,1.33951,3524
1:21,USD/CAD,1.33951,3523
23:31,GBP/USD,1.27341,2137
23:31,USD/AUD,1.27341,2137
